xcoord,ycoord,B03_Green_,B02_Blue_4,B12_SWIR_2,B11_SWIR_1,B8A_VRE_86,B07_VRE_78,B06_VRE_74,B05_VRE_75,B04_Red_66
368512.288,4107051.4343,3458.00000,2931.00000,5551.00000,6291.00000,5140.00000,5002.00000,4712.00000,4381.00000,3910.00000
368532.288,4107051.4343,3450.00000,2892.00000,5547.00000,6260.00000,5106.00000,5025.00000,4743.00000,4425.00000,3951.00000
365352.288,4113051.4343,2537.00000,2259.00000,4593.00000,5083.00000,3928.00000,3773.00000,3525.00000,3259.00000,2858.00000
368552.288,4107051.4343,3424.00000,2883.00000,5504.00000,6179.00000,5160.00000,5022.00000,4778.00000,4422.00000,3927.00000
365372.288,4113051.4343,2495.00000,2247.00000,4653.00000,5121.00000,3875.00000,3663.00000,3487.00000,3180.00000,2804.00000
365392.288,4113051.4343,2796.00000,2458.00000,4980.00000,5492.00000,4166.00000,4046.00000,3840.00000,3545.00000,3220.00000
365412.288,4113051.4343,2944.00000,2556.00000,5006.00000,5615.00000,4396.00000,4250.00000,3949.00000,3563.00000,3383.00000
365432.288,4113051.4343,2689.00000,2381.00000,4782.00000,5326.00000,4121.00000,3987.00000,3713.00000,3385.00000,3051.00000
367592.288,4111511.4343,3025.00000,2567.00000,4543.00000,5512.00000,5232.00000,5036.00000,4694.00000,3939.00000,3567.00000
367612.288,4111511.4343,3072.00000,2642.00000,4631.00000,5616.00000,5317.00000,5182.00000,4777.00000,4009.00000,3530.00000
367712.288,4111471.4343,2926.00000,2551.00000,4331.00000,5389.00000,5048.00000,4839.00000,4511.00000,3650.00000,3145.00000
367632.288,4111511.4343,3175.00000,2705.00000,4739.00000,5727.00000,5345.00000,5186.00000,4860.00000,4115.00000,3640.00000
367732.288,4111471.4343,3206.00000,2756.00000,4656.00000,5707.00000,5330.00000,5221.00000,4836.00000,4149.00000,3682.00000
367652.288,4111511.4343,3136.00000,2671.00000,4600.00000,5607.00000,5342.00000,5182.00000,4803.00000,4060.00000,3581.00000
367752.288,4111471.4343,3259.00000,2823.00000,4287.00000,5261.00000,5189.00000,5080.00000,4720.00000,4075.00000,3638.00000
367672.288,4111511.4343,3118.00000,2664.00000,4477.00000,5531.00000,5290.00000,5166.00000,4750.00000,3977.00000,3546.00000
367692.288,4111511.4343,3116.00000,2682.00000,4544.00000,5622.00000,5331.00000,5197.00000,4757.00000,4052.00000,3602.00000
365872.288,4113271.4343,2490.00000,2210.00000,4794.00000,5265.00000,3813.00000,3665.00000,3446.00000,3126.00000,2836.00000
368452.288,4107171.4343,3493.00000,2931.00000,5668.00000,6316.00000,5141.00000,4972.00000,4697.00000,4441.00000,3964.00000
368472.288,4107171.4343,3504.00000,2959.00000,5667.00000,6349.00000,5191.00000,5047.00000,4757.00000,4479.00000,4017.00000
368492.288,4107171.4343,3529.00000,2972.00000,5684.00000,6417.00000,5223.00000,5110.00000,4804.00000,4535.00000,4048.00000
368512.288,4107171.4343,3558.00000,2994.00000,5715.00000,6328.00000,5208.00000,5122.00000,4842.00000,4579.00000,4077.00000
368532.288,4107171.4343,3561.00000,3008.00000,5651.00000,6303.00000,5206.00000,5041.00000,4801.00000,4535.00000,4054.00000
368552.288,4107171.4343,3506.00000,2991.00000,5544.00000,6160.00000,5081.00000,4969.00000,4691.00000,4456.00000,3956.00000
368572.288,4107171.4343,3401.00000,2924.00000,5309.00000,5878.00000,4876.00000,4734.00000,4483.00000,4164.00000,3822.00000
368592.288,4107171.4343,3273.00000,2854.00000,5172.00000,5761.00000,4790.00000,4662.00000,4343.00000,4158.00000,3674.00000
364752.288,4113171.4343,2956.00000,2533.00000,4723.00000,5488.00000,4635.00000,4573.00000,4269.00000,3771.00000,3347.00000
368612.288,4107171.4343,3368.00000,2914.00000,5149.00000,5668.00000,4893.00000,4777.00000,4544.00000,4206.00000,3791.00000
368432.288,4107051.4343,3364.00000,2869.00000,5433.00000,6105.00000,4968.00000,4807.00000,4546.00000,4257.00000,3836.00000
364772.288,4113171.4343,2746.00000,2341.00000,4488.00000,5417.00000,4683.00000,4538.00000,4152.00000,3703.00000,3206.00000
368452.288,4107051.4343,3374.00000,2915.00000,5443.00000,6118.00000,4991.00000,4824.00000,4569.00000,4302.00000,3817.00000
364792.288,4113171.4343,2652.00000,2275.00000,4201.00000,5234.00000,4597.00000,4508.00000,4155.00000,3672.00000,3188.00000
368472.288,4107051.4343,3416.00000,2905.00000,5548.00000,6233.00000,5039.00000,4896.00000,4658.00000,4350.00000,3892.00000
368552.288,4107031.4343,3371.00000,2856.00000,5349.00000,6068.00000,5095.00000,4941.00000,4707.00000,4263.00000,3864.00000
367632.288,4111471.4343,3060.00000,2604.00000,4473.00000,5453.00000,5246.00000,5135.00000,4745.00000,4030.00000,3516.00000
367652.288,4111471.4343,3074.00000,2656.00000,4480.00000,5460.00000,5226.00000,5167.00000,4711.00000,4001.00000,3591.00000
367672.288,4111471.4343,3031.00000,2607.00000,4372.00000,5379.00000,5142.00000,5050.00000,4671.00000,3889.00000,3442.00000
367692.288,4111471.4343,3013.00000,2587.00000,4341.00000,5320.00000,5010.00000,4937.00000,4494.00000,3773.00000,3289.00000
368272.288,4107171.4343,3322.00000,2854.00000,5306.00000,5764.00000,4979.00000,4870.00000,4543.00000,4114.00000,3670.00000
368292.288,4107171.4343,3349.00000,2866.00000,5446.00000,5955.00000,5054.00000,4925.00000,4636.00000,4193.00000,3711.00000
368312.288,4107171.4343,3374.00000,2873.00000,5562.00000,6100.00000,5181.00000,4988.00000,4661.00000,4299.00000,3795.00000
368332.288,4107171.4343,3426.00000,2918.00000,5610.00000,6211.00000,5192.00000,5087.00000,4738.00000,4394.00000,3899.00000
368352.288,4107171.4343,3513.00000,2959.00000,5705.00000,6321.00000,5205.00000,5114.00000,4824.00000,4471.00000,3976.00000
368372.288,4107171.4343,3525.00000,2987.00000,5800.00000,6388.00000,5232.00000,5072.00000,4809.00000,4498.00000,4025.00000
368392.288,4107171.4343,3527.00000,2987.00000,5746.00000,6355.00000,5235.00000,5105.00000,4823.00000,4473.00000,4020.00000
368412.288,4107171.4343,3529.00000,2970.00000,5763.00000,6324.00000,5184.00000,5029.00000,4764.00000,4496.00000,4016.00000
368432.288,4107171.4343,3483.00000,2976.00000,5704.00000,6368.00000,5113.00000,4958.00000,4731.00000,4438.00000,3968.00000
367192.288,4112711.4343,2753.00000,2397.00000,4052.00000,4991.00000,5188.00000,5024.00000,4551.00000,3539.00000,2940.00000
367212.288,4112711.4343,2972.00000,2592.00000,4193.00000,5139.00000,5245.00000,5050.00000,4638.00000,3717.00000,3269.00000
367232.288,4112711.4343,3033.00000,2634.00000,4561.00000,5413.00000,5202.00000,4986.00000,4654.00000,3849.00000,3377.00000
368452.288,4106991.4343,3312.00000,2802.00000,5412.00000,6033.00000,4984.00000,4865.00000,4599.00000,4195.00000,3759.00000
367252.288,4112711.4343,3091.00000,2640.00000,4419.00000,5364.00000,4977.00000,4874.00000,4548.00000,3871.00000,3469.00000
368472.288,4106991.4343,3323.00000,2851.00000,5439.00000,6153.00000,5027.00000,4895.00000,4591.00000,4189.00000,3768.00000
368492.288,4106991.4343,3354.00000,2848.00000,5462.00000,6147.00000,5028.00000,4870.00000,4609.00000,4256.00000,3789.00000
368512.288,4106991.4343,3347.00000,2835.00000,5407.00000,6100.00000,4999.00000,4880.00000,4530.00000,4234.00000,3792.00000
368432.288,4107031.4343,3335.00000,2872.00000,5324.00000,5950.00000,4933.00000,4796.00000,4513.00000,4196.00000,3774.00000
368452.288,4107031.4343,3384.00000,2886.00000,5441.00000,6102.00000,4980.00000,4843.00000,4575.00000,4228.00000,3811.00000
368472.288,4107031.4343,3412.00000,2906.00000,5527.00000,6212.00000,5101.00000,4906.00000,4636.00000,4280.00000,3868.00000
368492.288,4107031.4343,3413.00000,2885.00000,5571.00000,6279.00000,5128.00000,4930.00000,4687.00000,4333.00000,3890.00000
367132.288,4112131.4343,2875.00000,2377.00000,4401.00000,5400.00000,4980.00000,4810.00000,4392.00000,3853.00000,3413.00000
368512.288,4107031.4343,3428.00000,2895.00000,5537.00000,6274.00000,5123.00000,4975.00000,4715.00000,4389.00000,3933.00000
367152.288,4112131.4343,2957.00000,2475.00000,4425.00000,5532.00000,5112.00000,4966.00000,4602.00000,3981.00000,3527.00000
368532.288,4107031.4343,3425.00000,2875.00000,5534.00000,6249.00000,5086.00000,5015.00000,4714.00000,4384.00000,3932.00000
367172.288,4112131.4343,3074.00000,2556.00000,4499.00000,5651.00000,5073.00000,5043.00000,4604.00000,4013.00000,3665.00000
367192.288,4112131.4343,2933.00000,2459.00000,4500.00000,5657.00000,5103.00000,4893.00000,4594.00000,4049.00000,3538.00000
367672.288,4111451.4343,3059.00000,2620.00000,4381.00000,5382.00000,5275.00000,5119.00000,4771.00000,3903.00000,3381.00000
367692.288,4111451.4343,3117.00000,2666.00000,4329.00000,5359.00000,5167.00000,5113.00000,4747.00000,3922.00000,3558.00000
365332.288,4113011.4343,3131.00000,2668.00000,5515.00000,6457.00000,4872.00000,4746.00000,4481.00000,4165.00000,3744.00000
367712.288,4111451.4343,3052.00000,2588.00000,4326.00000,5441.00000,5208.00000,5043.00000,4725.00000,3901.00000,3370.00000
365352.288,4113011.4343,3220.00000,2718.00000,5574.00000,6463.00000,5020.00000,4843.00000,4573.00000,4248.00000,3807.00000
367732.288,4111451.4343,3250.00000,2790.00000,4659.00000,5799.00000,5439.00000,5334.00000,4945.00000,4230.00000,3707.00000
365372.288,4113011.4343,3079.00000,2611.00000,5456.00000,6355.00000,4784.00000,4642.00000,4404.00000,4080.00000,3656.00000
367752.288,4111451.4343,3294.00000,2867.00000,4704.00000,5862.00000,5506.00000,5400.00000,4999.00000,4283.00000,3708.00000
365392.288,4113011.4343,3078.00000,2609.00000,5424.00000,6256.00000,4787.00000,4676.00000,4341.00000,4038.00000,3671.00000
365412.288,4113011.4343,2885.00000,2511.00000,5056.00000,5718.00000,4345.00000,4138.00000,3929.00000,3628.00000,3350.00000
365832.288,4113251.4343,2551.00000,2247.00000,4582.00000,5088.00000,3982.00000,3806.00000,3538.00000,3150.00000,2840.00000
365852.288,4113251.4343,2517.00000,2254.00000,4851.00000,5232.00000,3871.00000,3696.00000,3512.00000,3234.00000,2904.00000
367252.288,4112691.4343,3211.00000,2761.00000,4656.00000,5611.00000,5114.00000,5003.00000,4614.00000,4067.00000,3664.00000
367032.288,4112971.4343,2805.00000,2326.00000,4456.00000,5470.00000,4797.00000,4729.00000,4283.00000,3795.00000,3247.00000
368572.288,4107131.4343,3367.00000,2922.00000,5267.00000,5949.00000,4839.00000,4671.00000,4431.00000,4173.00000,3790.00000
368592.288,4107131.4343,3527.00000,3008.00000,5503.00000,6139.00000,5174.00000,5002.00000,4758.00000,4453.00000,3971.00000
368612.288,4107131.4343,3501.00000,3007.00000,5503.00000,6166.00000,5108.00000,4992.00000,4722.00000,4391.00000,3969.00000
368632.288,4107131.4343,3464.00000,2981.00000,5458.00000,6130.00000,5089.00000,4927.00000,4678.00000,4323.00000,3917.00000
365272.288,4113011.4343,2411.00000,2161.00000,4357.00000,4828.00000,3640.00000,3613.00000,3305.00000,2988.00000,2660.00000
368652.288,4107131.4343,3433.00000,2944.00000,5420.00000,6064.00000,5041.00000,4873.00000,4644.00000,4303.00000,3878.00000
365292.288,4113011.4343,2868.00000,2484.00000,5105.00000,5787.00000,4504.00000,4321.00000,4010.00000,3701.00000,3378.00000
368672.288,4107131.4343,3408.00000,2940.00000,5371.00000,6030.00000,4977.00000,4861.00000,4570.00000,4280.00000,3837.00000
365312.288,4113011.4343,3052.00000,2584.00000,5387.00000,6286.00000,4851.00000,4704.00000,4381.00000,4101.00000,3644.00000
368692.288,4107131.4343,3382.00000,2891.00000,5360.00000,5993.00000,4966.00000,4855.00000,4567.00000,4230.00000,3777.00000
368712.288,4107131.4343,3352.00000,2903.00000,5362.00000,5987.00000,5045.00000,4901.00000,4624.00000,4217.00000,3770.00000
368732.288,4107131.4343,3341.00000,2899.00000,5352.00000,5990.00000,5072.00000,4916.00000,4623.00000,4227.00000,3768.00000
368752.288,4107131.4343,3310.00000,2878.00000,5333.00000,5984.00000,5011.00000,4809.00000,4539.00000,4141.00000,3724.00000
368772.288,4107131.4343,3265.00000,2848.00000,5297.00000,5941.00000,4853.00000,4681.00000,4456.00000,4080.00000,3642.00000
364472.288,4115311.4343,3211.00000,2713.00000,5029.00000,6365.00000,5100.00000,4936.00000,4538.00000,4245.00000,3800.00000
368792.288,4107131.4343,3289.00000,2849.00000,5201.00000,5890.00000,4952.00000,4793.00000,4542.00000,4146.00000,3696.00000
364492.288,4115311.4343,3268.00000,2745.00000,5063.00000,6388.00000,5089.00000,5069.00000,4646.00000,4316.00000,3863.00000
368812.288,4107131.4343,3298.00000,2828.00000,5207.00000,5787.00000,4948.00000,4789.00000,4566.00000,4215.00000,3670.00000
367112.288,4112691.4343,3116.00000,2655.00000,4621.00000,5446.00000,5228.00000,5144.00000,4758.00000,4001.00000,3581.00000
367132.288,4112691.4343,3253.00000,2765.00000,4940.00000,5866.00000,5264.00000,5113.00000,4710.00000,4151.00000,3783.00000
367152.288,4112111.4343,3035.00000,2522.00000,4507.00000,5582.00000,5222.00000,5113.00000,4734.00000,4096.00000,3617.00000
367152.288,4112691.4343,3065.00000,2634.00000,4794.00000,5693.00000,5152.00000,4992.00000,4629.00000,4048.00000,3510.00000
367172.288,4112111.4343,2951.00000,2441.00000,4467.00000,5554.00000,4950.00000,4857.00000,4496.00000,3947.00000,3562.00000
367172.288,4112691.4343,3042.00000,2611.00000,4437.00000,5402.00000,5128.00000,4950.00000,4600.00000,3795.00000,3434.00000
365852.288,4111511.4343,2916.00000,2507.00000,4996.00000,6062.00000,4697.00000,4503.00000,4298.00000,3873.00000,3303.00000
367192.288,4112111.4343,2836.00000,2357.00000,4442.00000,5502.00000,4909.00000,4740.00000,4434.00000,3948.00000,3449.00000
367192.288,4112691.4343,2883.00000,2510.00000,4220.00000,5136.00000,5284.00000,5080.00000,4627.00000,3642.00000,3108.00000
365872.288,4111511.4343,2987.00000,2554.00000,5048.00000,6112.00000,4852.00000,4690.00000,4405.00000,3977.00000,3403.00000
367212.288,4112691.4343,3204.00000,2761.00000,4536.00000,5523.00000,5308.00000,5167.00000,4782.00000,3978.00000,3577.00000
367232.288,4112691.4343,3259.00000,2802.00000,4769.00000,5692.00000,5330.00000,5142.00000,4857.00000,4166.00000,3683.00000
368372.288,4107131.4343,3364.00000,2924.00000,5470.00000,6090.00000,4882.00000,4766.00000,4521.00000,4218.00000,3762.00000
367032.288,4112911.4343,3113.00000,2643.00000,4816.00000,5634.00000,5077.00000,4923.00000,4715.00000,4129.00000,3648.00000
368392.288,4107131.4343,3378.00000,2920.00000,5536.00000,6203.00000,4941.00000,4801.00000,4554.00000,4276.00000,3834.00000
367052.288,4112911.4343,3363.00000,2772.00000,5427.00000,6527.00000,5634.00000,5466.00000,5028.00000,4462.00000,4023.00000
368412.288,4107131.4343,3397.00000,2904.00000,5579.00000,6211.00000,4970.00000,4804.00000,4550.00000,4298.00000,3832.00000
367072.288,4112911.4343,3277.00000,2762.00000,5275.00000,6325.00000,5356.00000,5211.00000,4916.00000,4334.00000,3779.00000
368432.288,4107131.4343,3418.00000,2911.00000,5575.00000,6241.00000,5019.00000,4850.00000,4575.00000,4308.00000,3875.00000
367092.288,4112911.4343,3272.00000,2761.00000,5430.00000,6362.00000,5366.00000,5162.00000,4856.00000,4493.00000,3823.00000
368452.288,4107131.4343,3446.00000,2948.00000,5582.00000,6287.00000,5085.00000,4924.00000,4672.00000,4332.00000,3924.00000
368472.288,4107131.4343,3503.00000,2979.00000,5637.00000,6330.00000,5122.00000,4992.00000,4764.00000,4432.00000,4010.00000
368492.288,4107131.4343,3550.00000,3019.00000,5659.00000,6352.00000,5187.00000,5039.00000,4836.00000,4526.00000,4066.00000
368512.288,4107131.4343,3557.00000,3007.00000,5667.00000,6361.00000,5212.00000,5070.00000,4831.00000,4520.00000,4080.00000
364832.288,4113251.4343,2871.00000,2394.00000,4534.00000,5611.00000,4588.00000,4463.00000,4162.00000,3810.00000,3402.00000
368532.288,4107131.4343,3520.00000,2980.00000,5611.00000,6259.00000,5098.00000,4987.00000,4747.00000,4437.00000,4030.00000
364852.288,4113251.4343,2861.00000,2379.00000,4620.00000,5603.00000,4547.00000,4485.00000,4159.00000,3822.00000,3421.00000
368552.288,4107131.4343,3323.00000,2866.00000,5282.00000,5994.00000,4825.00000,4693.00000,4365.00000,4205.00000,3744.00000
365852.288,4111451.4343,3139.00000,2593.00000,5013.00000,6221.00000,5276.00000,4977.00000,4641.00000,4076.00000,3579.00000
365872.288,4111451.4343,2583.00000,2270.00000,3975.00000,5163.00000,4582.00000,4443.00000,4098.00000,3295.00000,2766.00000
367752.288,4111411.4343,3022.00000,2573.00000,4201.00000,5248.00000,5632.00000,5479.00000,4948.00000,3752.00000,3254.00000
367772.288,4111411.4343,3141.00000,2697.00000,4476.00000,5505.00000,5488.00000,5279.00000,4862.00000,4054.00000,3556.00000
367792.288,4111411.4343,3146.00000,2668.00000,4597.00000,5628.00000,5290.00000,5172.00000,4823.00000,4124.00000,3687.00000
365852.288,4111491.4343,3123.00000,2685.00000,5238.00000,6311.00000,5064.00000,4890.00000,4569.00000,4041.00000,3528.00000
367812.288,4111411.4343,3210.00000,2744.00000,4690.00000,5732.00000,5316.00000,5205.00000,4856.00000,4143.00000,3696.00000
365872.288,4111491.4343,3153.00000,2727.00000,5104.00000,6191.00000,5043.00000,4832.00000,4571.00000,4168.00000,3592.00000
365792.288,4113211.4343,2456.00000,2194.00000,4619.00000,5030.00000,3775.00000,3592.00000,3355.00000,3049.00000,2787.00000
367832.288,4111411.4343,3281.00000,2825.00000,4784.00000,5796.00000,5489.00000,5418.00000,4951.00000,4230.00000,3749.00000
365812.288,4113211.4343,2440.00000,2167.00000,4646.00000,5028.00000,3704.00000,3635.00000,3298.00000,2991.00000,2745.00000
